0,fixed,"2,3",40,1,"399,324,428,329,431,267,369,252,367,291,397,297"
1,fixed,"2,3",0,2,"368,320,397,324,397,298,368,294"
2,repeatable,3,1,3,"368,379,417,385,418,330,368,321"
3,repeatable,3,2,,"368,427,416,431,417,386,368,381"
4,empty,,,,"367,500,443,502,443,476,416,475,417,433,368,429"
5,fixed,"0,3",,6,"367,534,426,534,426,503,368,502"
6,fixed,"0,3",5,7,"367,587,425,584,426,536,368,535"
7,repeatable,0,6,8,"426,582,442,581,442,522,427,523"
8,repeatable,0,7,,"443,572,461,571,464,476,444,476,443,522"
9,empty,,,,"462,571,493,568,497,465,465,466"
10,repeatable,0,,11,"494,568,513,567,517,488,497,489"
11,repeatable,0,10,12,"514,567,533,566,537,485,518,486"
12,repeatable,0,11,,"534,566,556,564,560,488,538,489"
13,empty,,,,"557,564,578,563,582,466,572,466,571,488,561,489"
14,repeatable,0,,,"578,563,596,561,600,490,582,491"
15,empty,,,,"597,561,616,560,622,474,602,474"
16,empty,,,,"617,560,636,559,641,473,623,474"
17,empty,,,,"636,552,657,551,663,474,642,474"
18,repeatable,0,,19,"657,551,677,549,682,500,662,501"
19,repeatable,0,18,,"679,543,708,541,714,485,702,486,700,500,683,501"
20,empty,,,,"708,549,742,547,751,477,738,477,735,499,714,500"
21,repeatable,1,,22,"743,547,793,544,805,469,774,467,773,478,752,478"
22,repeatable,1,21,23,"758,461,807,465,812,443,761,439"
23,repeatable,1,22,24,"767,437,811,442,814,426,771,421"
24,repeatable,1,23,25,"791,422,814,426,816,416,793,413"
25,repeatable,1,24,26,"770,420,791,422,794,401,818,404,825,359,798,352,800,341,780,337"
26,repeatable,1,25,,"755,418,770,420,778,348,756,344,750,397,758,398"
27,repeatable,2,,28,"732,395,749,397,756,342,738,340"
28,repeatable,2,27,29,"708,392,731,395,737,338,714,334"
29,repeatable,2,28,30,"687,388,707,391,713,333,692,329"
30,repeatable,2,29,,"664,385,687,388,691,328,669,324"
31,empty,,,,"662,406,668,322,645,318,639,401"
32,empty,,,,"623,405,638,406,644,317,619,313,614,385,623,387"
33,repeatable,2,,34,"591,381,614,385,618,311,596,307"
34,repeatable,2,33,,"567,377,591,381,595,306,571,302"
35,empty,,,,"540,399,552,400,554,378,567,379,570,300,544,296"
36,repeatable,2,,,"517,374,540,377,543,294,521,290"
37,empty,,,,"500,385,517,388,520,289,504,286"
38,repeatable,2,,39,"479,362,500,365,502,286,481,283"
39,repeatable,2,38,40,"453,358,478,361,479,282,455,277"
40,repeatable,2,39,0,"430,354,452,358,454,278,432,274"
