0,"5,6,7,8,10,11,12,14,18,19","466,-1","355,536,821,535"
1,"21,22,23,24,25,26","-1,-252","821,535,820,283"
2,"0,1,27,28,29,30,33,34,36,38,39,40","-465,0","820,283,355,283"
3,"0,1,2,3,5,6","0,253","355,283,355,536"
